policy_seed,terrain_seed,ret
3,20,30.178035054491517
3,21,-65.40180262785238
3,22,-6.368556362727901
3,23,-70.99099309532662
3,24,-78.46992747482085
3,25,-3.325222508985348
3,26,-85.22747865314167
3,27,-87.63392688559465
3,28,-86.75062776952498
3,29,-92.43938873011687
3,30,-85.00268250887613
3,31,10.379597232461208
3,32,29.871489405423517
3,33,25.614648596721395
3,34,59.1216930425351
3,35,-102.89417572141781
3,36,-168.1653826299305
3,37,16.830482641707988
3,38,237.3827545655983
3,39,-17.0161209509627
3,40,64.7575931688207
3,41,-27.510472407349823
3,42,22.37624995934381
3,43,-24.246427600719784
3,44,-173.19494489457185
3,45,-176.4199138053566
3,46,50.90359831509093
3,47,10.386248232027441
3,48,-12.194158885173422
3,49,-14.614041730879592
3,50,28.659788468494895
3,51,43.773519161047574
3,52,52.20900911933222
3,53,-8.2418081149479
3,54,40.49771712129916
3,55,133.76184770333913
3,56,-78.57291463273627
3,57,-201.31501237342763
3,58,-94.68890559291165
3,59,-106.44481580318624
3,60,21.05468601947136
3,61,7.972261845663212
3,62,15.960188540659033
3,63,11.486587613598118
3,64,264.723810128687
3,65,-94.72930316228266
3,66,145.2548449950619
3,67,-106.35445314171123
3,68,-75.09285726728059
3,69,-191.51378940303576
3,70,42.25411909867438
3,71,15.30771627615249
3,72,134.64578519706788
3,73,2.1799326187547905
3,74,19.511895066901815
3,75,61.090435373127804
3,76,17.765716549680562
3,77,17.833996102301157
3,78,116.57804082574296
3,79,51.50166802911272
3,80,15.618720212905757
3,81,25.2088119691592
3,82,-87.52850141411517
3,83,129.91228413659806
3,84,-9.05605424801405
3,85,44.39809001799506
3,86,-8.62720039230878
3,87,43.124686403932174
3,88,25.949753394723118
3,89,-96.71919228910895
3,90,-4.238911745508915
3,91,-92.10208239592134
3,92,-14.409433726433647
3,93,209.3832188353574
3,94,-81.84909717360534
3,95,-15.41635249708456
3,96,17.34129599424584
3,97,19.835484755328864
3,98,5.91157644166347
3,99,2.809382452001941
3,100,141.8982682573901
3,101,34.19379751795762
3,102,213.50482810130168
3,103,22.76763494564618
3,104,230.72569282738075
3,105,4.727072046122316
3,106,-66.63784604338011
3,107,21.445984181576748
3,108,-5.003091262012205
3,109,45.62153737036476
3,110,33.5023761215908
3,111,47.90705457523177
3,112,-189.11684613095338
3,113,40.01962991840972
3,114,17.90839646882972
3,115,12.51079388729599
3,116,-190.57200149645217
3,117,246.6957548527042
3,118,-173.40781956909115
3,119,-100.44174334863132
3,120,12.448168114284044
3,121,-79.35791772258861
3,122,23.362767582065516
